user_id,created_at,company_id,language,activated_at,state
2377,27-06-2013 22:33,5276,english,,pending
2378,27-06-2013 15:24,6060,english,27-06-2013 15:25,active
2379,27-06-2013 22:55,291,spanish,,pending
2380,27-06-2013 18:13,8298,english,,pending
2381,27-06-2013 14:10,4572,spanish,27-06-2013 14:11,active
2382,27-06-2013 17:22,10558,indian,27-06-2013 17:23,active
2383,27-06-2013 13:20,9483,english,,pending
2384,27-06-2013 14:47,3876,portugese,,pending
2385,27-06-2013 12:27,3,japanese,,pending
2386,27-06-2013 15:59,4497,french,27-06-2013 16:00,active
2387,27-06-2013 15:03,9335,english,,pending
2388,27-06-2013 18:20,177,english,,pending
2389,27-06-2013 20:19,5,portugese,,pending
2390,27-06-2013 14:29,1676,english,,pending
2391,28-06-2013 16:09,12,german,,pending
2392,28-06-2013 10:44,1768,portugese,,pending
2393,28-06-2013 14:40,11,english,,pending
2394,28-06-2013 19:36,4517,english,28-06-2013 19:38,active
2395,28-06-2013 16:17,3,korean,28-06-2013 16:18,active
2396,28-06-2013 23:09,13077,english,,pending
2397,28-06-2013 20:39,12500,english,28-06-2013 20:40,active
2398,28-06-2013 09:44,1706,german,28-06-2013 09:45,active
2399,28-06-2013 15:33,28,french,,pending
2400,28-06-2013 03:07,3589,english,,pending
2401,28-06-2013 04:54,9777,english,,pending
2402,28-06-2013 16:38,5235,english,,pending
2403,28-06-2013 20:58,11509,arabic,,pending
2404,28-06-2013 18:55,6346,portugese,,pending
2405,28-06-2013 12:37,12112,german,28-06-2013 12:39,active
2406,28-06-2013 03:30,395,english,,pending
2407,28-06-2013 15:38,6392,english,,pending
2408,28-06-2013 18:10,10273,arabic,28-06-2013 18:12,active
2409,28-06-2013 10:06,5,russian,,pending
2410,28-06-2013 15:31,8705,spanish,28-06-2013 15:32,active
2411,28-06-2013 18:56,9378,english,,pending
2412,29-06-2013 13:11,12351,english,,pending
2413,29-06-2013 04:00,84,english,,pending
2414,29-06-2013 12:08,5054,english,,pending
2415,29-06-2013 08:16,251,german,,pending
2416,29-06-2013 07:10,10,german,,pending
2417,29-06-2013 14:46,9363,spanish,29-06-2013 14:48,active
2418,30-06-2013 14:11,76,russian,,pending
2419,30-06-2013 11:41,11675,english,30-06-2013 11:43,active
2420,30-06-2013 11:50,6041,english,,pending
2421,30-06-2013 17:10,911,french,30-06-2013 17:12,active
2422,30-06-2013 05:58,6612,english,,pending
2423,30-06-2013 14:34,1,indian,30-06-2013 14:36,active
2424,01-07-2013 08:17,7935,arabic,,pending
2425,01-07-2013 08:57,3569,german,01-07-2013 08:58,active
2426,01-07-2013 10:13,6687,japanese,,pending
2427,01-07-2013 21:01,11822,english,,pending
2428,01-07-2013 14:10,2185,spanish,,pending
2429,01-07-2013 14:48,3,french,,pending
2430,01-07-2013 13:06,3327,english,,pending
2431,01-07-2013 14:43,12850,english,,pending
2432,01-07-2013 12:14,10380,chinese,01-07-2013 12:16,active
2433,01-07-2013 19:10,43,spanish,01-07-2013 19:11,active
2434,01-07-2013 12:54,12007,english,01-07-2013 12:55,active
2435,01-07-2013 12:30,8191,english,,pending
2436,01-07-2013 14:00,94,arabic,,pending
2437,01-07-2013 10:18,2150,korean,01-07-2013 10:19,active
2438,01-07-2013 14:34,1,french,,pending
2439,01-07-2013 17:47,8931,english,,pending
2440,01-07-2013 12:29,10290,arabic,,pending
2441,01-07-2013 13:46,7533,english,,pending
2442,01-07-2013 11:58,1314,spanish,01-07-2013 11:59,active
2443,01-07-2013 08:22,1903,korean,01-07-2013 08:24,active
2444,01-07-2013 01:02,296,french,01-07-2013 01:03,active
2445,01-07-2013 17:11,4,japanese,,pending
2446,01-07-2013 18:15,3830,english,,pending
2447,02-07-2013 09:12,12206,english,,pending
2448,02-07-2013 14:47,4041,english,02-07-2013 14:48,active
2449,02-07-2013 14:14,13100,spanish,,pending
2450,02-07-2013 07:03,1423,english,,pending
2451,02-07-2013 11:47,10772,spanish,02-07-2013 11:49,active
2452,02-07-2013 11:35,4306,english,02-07-2013 11:36,active
2453,02-07-2013 16:17,352,english,,pending
2454,02-07-2013 20:52,4192,english,,pending
2455,02-07-2013 16:40,2672,english,,pending
2456,02-07-2013 01:33,9733,english,,pending
2457,02-07-2013 14:36,1835,spanish,02-07-2013 14:38,active
2458,02-07-2013 16:17,5963,english,02-07-2013 16:19,active
2459,02-07-2013 14:17,50,spanish,,pending
2460,02-07-2013 17:31,9934,english,,pending
2461,02-07-2013 13:40,11086,english,02-07-2013 13:41,active
2462,02-07-2013 18:56,4895,russian,,pending
2463,02-07-2013 15:30,616,japanese,02-07-2013 15:31,active
2464,02-07-2013 08:39,1142,english,,pending
2465,02-07-2013 16:08,1020,english,02-07-2013 16:10,active
2466,02-07-2013 12:07,1245,japanese,02-07-2013 12:09,active
2467,02-07-2013 12:15,1575,english,,pending
2468,02-07-2013 14:18,8412,german,,pending
2469,02-07-2013 03:06,12182,english,,pending
2470,02-07-2013 08:11,4814,spanish,02-07-2013 08:13,active
2471,03-07-2013 15:59,4478,german,03-07-2013 16:00,active
2472,03-07-2013 09:14,3610,english,03-07-2013 09:16,active
2473,03-07-2013 13:12,137,french,,pending
2474,03-07-2013 12:02,4,english,03-07-2013 12:04,active
2475,03-07-2013 11:05,8620,english,,pending
2476,03-07-2013 07:05,3,english,,pending
2477,03-07-2013 16:28,7967,arabic,03-07-2013 16:29,active
2478,03-07-2013 16:09,69,japanese,,pending
2479,03-07-2013 16:01,10422,english,03-07-2013 16:02,active
2480,03-07-2013 18:40,936,german,03-07-2013 18:42,active
2481,03-07-2013 16:41,3786,english,03-07-2013 16:42,active
2482,03-07-2013 20:01,3058,english,,pending
2483,03-07-2013 12:45,2345,german,03-07-2013 12:47,active
2484,03-07-2013 08:34,12470,english,,pending
2485,03-07-2013 10:05,6556,english,03-07-2013 10:06,active
2486,03-07-2013 17:03,11271,english,,pending
2487,03-07-2013 17:13,508,english,,pending
2488,03-07-2013 18:31,11,english,03-07-2013 18:32,active
2489,03-07-2013 13:12,1849,korean,03-07-2013 13:13,active
2490,03-07-2013 18:53,590,arabic,03-07-2013 18:55,active
2491,03-07-2013 14:17,8858,spanish,,pending
2492,03-07-2013 11:07,4092,english,,pending
2493,03-07-2013 15:02,5,english,03-07-2013 15:04,active
2494,03-07-2013 15:56,6,spanish,,pending
2495,04-07-2013 16:53,4885,english,,pending
2496,04-07-2013 04:13,6369,spanish,,pending
2497,04-07-2013 09:39,978,spanish,,pending
2498,04-07-2013 16:11,271,english,,pending
2499,04-07-2013 13:45,6919,english,,pending
2500,04-07-2013 09:14,7647,english,,pending
2501,04-07-2013 12:15,2,spanish,04-07-2013 12:16,active
2502,04-07-2013 13:16,1871,portugese,,pending
2503,04-07-2013 14:45,11841,english,04-07-2013 14:46,active
2504,04-07-2013 16:08,1165,english,,pending
2505,04-07-2013 15:06,12047,english,,pending
2506,04-07-2013 02:03,2,english,,pending
2507,04-07-2013 11:44,58,english,,pending
2508,04-07-2013 11:52,8082,english,04-07-2013 11:53,active
2509,04-07-2013 12:38,6067,french,04-07-2013 12:40,active
2510,04-07-2013 17:17,5606,japanese,,pending
2511,04-07-2013 18:11,12864,english,04-07-2013 18:13,active
2512,04-07-2013 10:53,8157,english,,pending
2513,04-07-2013 11:01,8755,spanish,04-07-2013 11:03,active
2514,04-07-2013 18:40,2,spanish,,pending
2515,04-07-2013 17:23,1762,spanish,04-07-2013 17:25,active
2516,04-07-2013 15:35,1,spanish,04-07-2013 15:36,active
2517,04-07-2013 23:40,2,portugese,04-07-2013 23:41,active
2518,05-07-2013 02:00,514,japanese,,pending
2519,05-07-2013 09:48,1350,russian,05-07-2013 09:49,active
2520,05-07-2013 07:59,9418,english,,pending
2521,05-07-2013 18:45,509,french,05-07-2013 18:46,active
2522,05-07-2013 17:28,234,indian,,pending
2523,05-07-2013 18:53,7,french,,pending
2524,05-07-2013 14:47,3036,english,05-07-2013 14:48,active
2525,05-07-2013 00:25,307,spanish,05-07-2013 00:27,active
2526,05-07-2013 15:01,1626,french,05-07-2013 15:02,active
2527,05-07-2013 08:35,2339,chinese,,pending
2528,05-07-2013 09:16,11220,english,05-07-2013 09:17,active
2529,05-07-2013 15:18,7720,portugese,,pending
2530,05-07-2013 08:30,12661,german,,pending
2531,05-07-2013 01:51,7568,english,05-07-2013 01:53,active
2532,05-07-2013 11:34,10741,french,,pending
2533,05-07-2013 03:42,107,russian,05-07-2013 03:44,active
2534,05-07-2013 02:50,3621,chinese,,pending
2535,05-07-2013 17:36,540,english,,pending
2536,05-07-2013 17:06,2,english,05-07-2013 17:08,active
2537,05-07-2013 12:29,9058,portugese,05-07-2013 12:31,active
2538,05-07-2013 17:18,3,french,05-07-2013 17:19,active
2539,06-07-2013 13:53,8181,english,06-07-2013 13:55,active
2540,06-07-2013 07:30,7902,french,,pending
2541,06-07-2013 09:29,62,english,,pending
2542,06-07-2013 12:54,728,japanese,06-07-2013 12:55,active
2543,06-07-2013 07:34,7780,japanese,,pending
2544,06-07-2013 03:10,5246,indian,,pending
2545,07-07-2013 07:36,2848,german,07-07-2013 07:38,active
2546,07-07-2013 16:13,1,english,07-07-2013 16:14,active
2547,07-07-2013 11:14,10246,english,07-07-2013 11:15,active
2548,07-07-2013 15:12,4838,english,,pending
2549,07-07-2013 05:09,1445,french,07-07-2013 05:10,active
2550,07-07-2013 18:05,1,english,,pending
2551,07-07-2013 12:40,138,english,,pending
2552,08-07-2013 14:05,3899,english,08-07-2013 14:07,active
2553,08-07-2013 14:45,10345,french,,pending
2554,08-07-2013 07:52,8221,portugese,,pending
2555,08-07-2013 17:04,39,french,,pending
2556,08-07-2013 12:29,7262,english,,pending
2557,08-07-2013 15:10,1,spanish,,pending
2558,08-07-2013 09:01,1629,french,08-07-2013 09:02,active
2559,08-07-2013 18:54,3,english,,pending
2560,08-07-2013 11:29,227,english,,pending
2561,08-07-2013 23:33,12448,japanese,08-07-2013 23:35,active
2562,08-07-2013 14:31,2,english,,pending
2563,08-07-2013 17:01,11623,english,,pending
2564,08-07-2013 10:58,154,english,08-07-2013 10:59,active
2565,08-07-2013 14:01,8292,chinese,,pending
2566,08-07-2013 08:53,6455,indian,,pending
2567,08-07-2013 10:44,23,japanese,,pending
2568,08-07-2013 19:34,12601,english,08-07-2013 19:36,active
2569,08-07-2013 11:01,4055,japanese,,pending
2570,08-07-2013 12:21,1,english,,pending
2571,08-07-2013 08:38,2,english,,pending
2572,08-07-2013 08:54,9062,english,,pending
2573,08-07-2013 09:03,6880,indian,,pending
2574,08-07-2013 19:23,1,spanish,,pending
2575,08-07-2013 17:33,95,spanish,,pending
2576,09-07-2013 10:45,1,english,,pending
2577,09-07-2013 18:13,11806,english,,pending
2578,09-07-2013 13:55,3085,german,09-07-2013 13:56,active
2579,09-07-2013 15:04,46,english,,pending
2580,09-07-2013 11:57,8437,indian,,pending
2581,09-07-2013 17:13,11403,english,09-07-2013 17:14,active
2582,09-07-2013 15:11,4,english,,pending
2583,09-07-2013 11:58,1,english,09-07-2013 12:00,active
2584,09-07-2013 07:54,3,spanish,,pending
2585,09-07-2013 14:45,1,arabic,09-07-2013 14:47,active
2586,09-07-2013 10:36,25,spanish,,pending
2587,09-07-2013 04:19,9798,german,,pending
2588,09-07-2013 17:59,7769,english,,pending
2589,09-07-2013 21:56,65,english,,pending
2590,09-07-2013 17:09,2403,japanese,,pending
2591,09-07-2013 13:42,1,english,,pending
2592,09-07-2013 10:13,1514,spanish,,pending
2593,09-07-2013 16:44,9198,french,,pending
2594,09-07-2013 09:47,11732,spanish,09-07-2013 09:48,active
2595,09-07-2013 10:36,197,japanese,,pending
2596,09-07-2013 14:08,9047,japanese,,pending
2597,09-07-2013 07:54,21,english,,pending
2598,10-07-2013 16:42,707,english,10-07-2013 16:44,active
2599,10-07-2013 18:11,1,english,,pending
2600,10-07-2013 19:57,6079,chinese,,pending
2601,10-07-2013 13:47,1070,english,,pending
2602,10-07-2013 11:26,18,english,,pending
2603,10-07-2013 13:26,2240,english,10-07-2013 13:27,active
2604,10-07-2013 12:47,64,indian,10-07-2013 12:48,active
2605,10-07-2013 13:09,84,english,10-07-2013 13:10,active
2606,10-07-2013 22:35,36,spanish,10-07-2013 22:37,active
2607,10-07-2013 11:24,11512,spanish,10-07-2013 11:25,active
2608,10-07-2013 16:37,9,french,,pending
2609,10-07-2013 14:47,9,portugese,,pending
2610,10-07-2013 09:52,11276,chinese,10-07-2013 09:53,active
2611,10-07-2013 08:06,5426,english,,pending
2612,10-07-2013 19:23,47,english,,pending
2613,10-07-2013 09:49,1,english,,pending
2614,10-07-2013 13:54,3,english,,pending
2615,10-07-2013 14:07,12483,english,,pending
2616,10-07-2013 14:43,227,indian,10-07-2013 14:45,active
2617,10-07-2013 11:04,3951,english,,pending
2618,10-07-2013 11:49,30,english,,pending
2619,10-07-2013 15:14,7303,english,10-07-2013 15:15,active
2620,10-07-2013 15:49,1,english,10-07-2013 15:50,active
2621,11-07-2013 14:53,7475,korean,,pending
2622,11-07-2013 08:54,80,arabic,,pending
2623,11-07-2013 05:24,9017,arabic,,pending
2624,11-07-2013 18:44,46,russian,11-07-2013 18:45,active
2625,11-07-2013 12:17,2918,russian,,pending
2626,11-07-2013 11:52,4,korean,,pending
2627,11-07-2013 10:43,9005,english,11-07-2013 10:45,active
2628,11-07-2013 09:57,7,english,11-07-2013 09:59,active
2629,11-07-2013 15:49,9720,english,11-07-2013 15:50,active
2630,11-07-2013 09:28,1312,english,11-07-2013 09:30,active
2631,11-07-2013 12:07,7861,portugese,11-07-2013 12:08,active
2632,11-07-2013 16:57,7452,chinese,,pending
2633,11-07-2013 09:18,20,arabic,11-07-2013 09:19,active
2634,11-07-2013 06:00,2472,english,11-07-2013 06:02,active
2635,11-07-2013 18:43,248,english,,pending
2636,11-07-2013 12:26,6,english,11-07-2013 12:27,active
2637,11-07-2013 19:36,1624,spanish,11-07-2013 19:37,active
2638,11-07-2013 09:32,11544,english,11-07-2013 09:33,active
2639,11-07-2013 02:20,586,japanese,11-07-2013 02:22,active
2640,11-07-2013 13:20,1,english,,pending
2641,11-07-2013 08:27,10604,english,11-07-2013 08:28,active
2642,11-07-2013 12:29,1,english,,pending
2643,11-07-2013 08:02,1,spanish,,pending
2644,11-07-2013 23:46,6967,english,,pending
2645,11-07-2013 18:43,997,english,11-07-2013 18:45,active
2646,11-07-2013 16:14,12155,japanese,,pending
2647,11-07-2013 08:43,2,english,11-07-2013 08:44,active
2648,11-07-2013 22:10,5,english,11-07-2013 22:12,active
2649,12-07-2013 11:53,2105,english,,pending
2650,12-07-2013 17:13,294,english,12-07-2013 17:14,active
2651,12-07-2013 16:30,9667,english,12-07-2013 16:31,active
2652,12-07-2013 12:37,3560,english,,pending
2653,12-07-2013 17:41,4164,spanish,,pending
2654,12-07-2013 13:07,10,english,12-07-2013 13:08,active
2655,12-07-2013 09:54,474,russian,,pending
2656,12-07-2013 00:38,16,english,,pending
2657,12-07-2013 18:19,7144,english,12-07-2013 18:20,active
2658,12-07-2013 19:01,5085,german,,pending
2659,12-07-2013 01:17,8795,english,,pending
2660,12-07-2013 18:14,12,english,,pending
2661,12-07-2013 11:54,271,indian,12-07-2013 11:55,active
2662,12-07-2013 18:48,4,spanish,12-07-2013 18:49,active
2663,12-07-2013 05:37,12446,german,,pending
2664,12-07-2013 17:03,2146,spanish,,pending
2665,12-07-2013 13:49,1580,english,,pending
2666,12-07-2013 16:05,102,chinese,,pending
2667,12-07-2013 07:53,43,english,,pending
2668,12-07-2013 02:21,9336,french,12-07-2013 02:22,active
2669,12-07-2013 19:47,10016,english,12-07-2013 19:49,active
2670,12-07-2013 13:07,9228,english,12-07-2013 13:09,active
2671,13-07-2013 18:53,4026,italian,,pending
2672,13-07-2013 15:58,1,japanese,,pending
2673,13-07-2013 23:35,2812,indian,,pending
2674,13-07-2013 17:26,5436,english,13-07-2013 17:28,active
2675,13-07-2013 09:12,5589,arabic,13-07-2013 09:13,active
2676,13-07-2013 10:28,2,german,13-07-2013 10:29,active
2677,14-07-2013 18:53,9,arabic,,pending
2678,14-07-2013 16:37,4,english,,pending
2679,14-07-2013 20:04,5703,japanese,14-07-2013 20:05,active
2680,14-07-2013 10:06,4683,spanish,14-07-2013 10:07,active
2681,14-07-2013 16:02,6234,chinese,14-07-2013 16:03,active
2682,14-07-2013 12:56,12029,spanish,,pending
2683,14-07-2013 11:03,1,arabic,14-07-2013 11:04,active
2684,15-07-2013 09:18,2,french,15-07-2013 09:20,active
2685,15-07-2013 10:50,10591,english,15-07-2013 10:52,active
2686,15-07-2013 13:33,3,arabic,15-07-2013 13:35,active
2687,15-07-2013 19:43,894,spanish,,pending
2688,15-07-2013 10:25,607,english,,pending
2689,15-07-2013 00:07,1,english,15-07-2013 00:09,active
2690,15-07-2013 16:31,7463,english,15-07-2013 16:33,active
2691,15-07-2013 10:08,3894,english,,pending
2692,15-07-2013 11:18,6199,spanish,,pending
2693,15-07-2013 16:56,5175,italian,15-07-2013 16:57,active
2694,15-07-2013 08:06,7457,russian,15-07-2013 08:08,active
2695,15-07-2013 12:48,14,english,15-07-2013 12:50,active
2696,15-07-2013 11:52,6510,english,,pending
2697,15-07-2013 09:27,9084,english,,pending
2698,15-07-2013 16:40,12256,indian,15-07-2013 16:42,active
2699,15-07-2013 13:01,11319,english,15-07-2013 13:03,active
2700,15-07-2013 12:35,1673,english,,pending
2701,15-07-2013 08:31,5590,spanish,,pending
2702,15-07-2013 11:14,5695,english,,pending
2703,15-07-2013 11:53,6660,english,,pending
2704,15-07-2013 05:55,8338,indian,15-07-2013 05:56,active
2705,15-07-2013 17:06,1,spanish,15-07-2013 17:08,active
2706,16-07-2013 11:57,347,english,16-07-2013 11:58,active
2707,16-07-2013 14:45,5108,english,16-07-2013 14:47,active
2708,16-07-2013 12:58,3461,english,,pending
2709,16-07-2013 09:45,1,english,16-07-2013 09:47,active
2710,16-07-2013 06:39,12469,russian,16-07-2013 06:40,active
2711,16-07-2013 17:11,1942,english,16-07-2013 17:12,active
2712,16-07-2013 10:55,22,english,,pending
2713,16-07-2013 07:56,1050,english,16-07-2013 07:57,active
2714,16-07-2013 17:32,27,english,,pending
2715,16-07-2013 07:55,7151,english,,pending
2716,16-07-2013 11:59,12,english,16-07-2013 12:00,active
2717,16-07-2013 13:02,5904,french,,pending
2718,16-07-2013 07:50,7,french,16-07-2013 07:51,active
2719,16-07-2013 16:26,10716,french,,pending
2720,16-07-2013 15:34,12041,spanish,,pending
2721,16-07-2013 10:04,9144,english,16-07-2013 10:06,active
2722,16-07-2013 13:21,2830,english,16-07-2013 13:22,active
2723,16-07-2013 02:47,4954,english,,pending
2724,16-07-2013 02:04,2070,german,,pending
2725,16-07-2013 22:19,9573,english,,pending
2726,16-07-2013 11:23,9287,chinese,,pending
2727,16-07-2013 18:34,7361,english,16-07-2013 18:35,active
2728,16-07-2013 07:18,1125,english,,pending
2729,16-07-2013 01:40,2844,english,,pending
2730,16-07-2013 16:57,12368,english,,pending
2731,16-07-2013 10:33,13054,indian,16-07-2013 10:35,active
2732,16-07-2013 09:55,8126,english,16-07-2013 09:56,active
2733,17-07-2013 16:40,1939,english,,pending
2734,17-07-2013 18:02,1,english,17-07-2013 18:04,active
2735,17-07-2013 11:52,1,french,,pending
2736,17-07-2013 17:01,6158,indian,,pending
2737,17-07-2013 11:00,1,english,17-07-2013 11:01,active
2738,17-07-2013 09:37,159,english,,pending
2739,17-07-2013 14:10,1344,english,17-07-2013 14:12,active
2740,17-07-2013 08:30,2374,english,17-07-2013 08:32,active
2741,17-07-2013 11:56,11866,german,,pending
2742,17-07-2013 18:40,6030,english,17-07-2013 18:41,active
2743,17-07-2013 11:43,67,english,17-07-2013 11:45,active
2744,17-07-2013 11:24,4030,russian,17-07-2013 11:25,active
2745,17-07-2013 05:49,4,german,,pending
2746,17-07-2013 06:10,27,spanish,,pending
2747,17-07-2013 08:45,2,german,,pending
2748,17-07-2013 05:59,2,english,17-07-2013 06:00,active
2749,17-07-2013 06:09,690,english,17-07-2013 06:11,active
2750,17-07-2013 06:41,8234,english,17-07-2013 06:43,active
2751,17-07-2013 14:34,232,indian,,pending
2752,17-07-2013 16:17,5684,portugese,17-07-2013 16:19,active
2753,17-07-2013 09:32,8086,french,,pending
2754,17-07-2013 09:57,8198,french,17-07-2013 09:59,active
2755,17-07-2013 01:23,9249,french,17-07-2013 01:25,active
2756,17-07-2013 15:12,385,russian,,pending
2757,18-07-2013 09:39,7511,japanese,18-07-2013 09:41,active
2758,18-07-2013 21:06,4270,english,18-07-2013 21:08,active
2759,18-07-2013 20:38,48,english,18-07-2013 20:40,active
2760,18-07-2013 09:10,6574,german,,pending
2761,18-07-2013 01:09,11736,french,18-07-2013 01:11,active
2762,18-07-2013 11:57,2595,english,18-07-2013 11:58,active
2763,18-07-2013 00:15,12,spanish,,pending
2764,18-07-2013 19:11,4903,english,,pending
2765,18-07-2013 01:55,4,chinese,,pending
2766,18-07-2013 12:30,1,english,18-07-2013 12:31,active
2767,18-07-2013 17:12,4713,french,,pending
2768,18-07-2013 13:34,524,english,,pending
2769,18-07-2013 22:00,20,english,,pending
2770,18-07-2013 08:15,9415,german,18-07-2013 08:16,active
2771,18-07-2013 09:52,8594,arabic,18-07-2013 09:53,active
2772,18-07-2013 17:17,10334,french,,pending
2773,18-07-2013 11:44,22,english,,pending
2774,18-07-2013 05:48,2624,english,18-07-2013 05:50,active
2775,18-07-2013 11:29,7439,french,,pending
2776,18-07-2013 15:29,2,russian,,pending
2777,18-07-2013 07:58,12635,french,18-07-2013 07:59,active
2778,18-07-2013 07:11,9537,arabic,18-07-2013 07:13,active
2779,18-07-2013 18:30,4973,french,18-07-2013 18:31,active
2780,18-07-2013 09:44,8271,english,,pending
2781,19-07-2013 06:54,7177,english,,pending
2782,19-07-2013 14:38,11361,english,19-07-2013 14:39,active
2783,19-07-2013 11:37,6152,english,,pending
2784,19-07-2013 03:48,3011,english,19-07-2013 03:50,active
2785,19-07-2013 18:56,4766,english,,pending
2786,19-07-2013 13:18,3,french,,pending
2787,19-07-2013 18:10,11390,english,19-07-2013 18:11,active
2788,19-07-2013 19:34,12358,english,,pending
2789,19-07-2013 18:02,4,spanish,19-07-2013 18:03,active
2790,19-07-2013 12:43,6421,english,19-07-2013 12:45,active
2791,19-07-2013 09:17,194,german,19-07-2013 09:18,active
2792,19-07-2013 15:24,7257,spanish,19-07-2013 15:26,active
2793,19-07-2013 10:43,1,english,19-07-2013 10:44,active
2794,19-07-2013 17:37,5546,english,19-07-2013 17:39,active
2795,19-07-2013 03:16,254,spanish,19-07-2013 03:17,active
2796,19-07-2013 09:55,1456,english,19-07-2013 09:56,active
2797,19-07-2013 12:15,24,spanish,,pending
2798,19-07-2013 18:28,5228,english,,pending
2799,19-07-2013 11:34,8214,english,19-07-2013 11:35,active
2800,19-07-2013 11:06,5075,english,,pending
2801,19-07-2013 16:41,9474,english,,pending
2802,19-07-2013 08:26,42,french,19-07-2013 08:28,active
2803,19-07-2013 19:01,5216,english,,pending
2804,19-07-2013 00:21,17,chinese,,pending
2805,19-07-2013 11:39,11762,arabic,,pending
2806,19-07-2013 15:51,41,english,,pending
2807,19-07-2013 17:21,7238,english,19-07-2013 17:22,active
2808,19-07-2013 16:17,2558,english,,pending
2809,19-07-2013 13:18,9909,english,,pending
2810,20-07-2013 11:58,12400,english,20-07-2013 11:59,active
2811,20-07-2013 13:52,2,chinese,20-07-2013 13:53,active
2812,20-07-2013 11:42,62,english,,pending
2813,20-07-2013 15:45,1,english,,pending
2814,20-07-2013 15:13,12398,indian,20-07-2013 15:15,active
2815,20-07-2013 05:06,9381,english,,pending
2816,20-07-2013 15:42,2773,chinese,20-07-2013 15:44,active
2817,20-07-2013 15:34,20,english,,pending
2818,21-07-2013 05:37,4561,french,21-07-2013 05:38,active
2819,21-07-2013 17:51,198,english,21-07-2013 17:53,active
2820,21-07-2013 13:39,19,spanish,,pending
2821,21-07-2013 17:04,675,spanish,,pending
2822,21-07-2013 16:40,4931,english,,pending
2823,21-07-2013 11:12,2196,russian,,pending
2824,21-07-2013 09:34,9289,english,21-07-2013 09:35,active
2825,21-07-2013 12:23,21,korean,,pending
2826,22-07-2013 17:41,3,english,,pending
2827,22-07-2013 09:20,3315,indian,22-07-2013 09:22,active
2828,22-07-2013 16:41,1085,english,22-07-2013 16:42,active
2829,22-07-2013 20:58,9253,spanish,,pending
2830,22-07-2013 13:18,1,english,22-07-2013 13:19,active
2831,22-07-2013 11:08,9819,japanese,22-07-2013 11:10,active
2832,22-07-2013 16:16,158,german,,pending
2833,22-07-2013 18:53,1,english,22-07-2013 18:54,active
2834,22-07-2013 15:50,6968,chinese,,pending
2835,22-07-2013 04:51,34,spanish,,pending
2836,22-07-2013 13:20,14,german,,pending
2837,22-07-2013 13:44,12735,french,22-07-2013 13:46,active
2838,22-07-2013 03:56,2,chinese,22-07-2013 03:58,active
2839,22-07-2013 17:45,1,indian,22-07-2013 17:46,active
2840,22-07-2013 15:45,6955,english,,pending
2841,22-07-2013 18:29,9524,french,22-07-2013 18:31,active
2842,22-07-2013 17:49,7435,english,,pending
2843,22-07-2013 11:04,7701,spanish,22-07-2013 11:05,active
2844,22-07-2013 15:43,5639,chinese,22-07-2013 15:44,active
2845,22-07-2013 15:20,9102,english,22-07-2013 15:22,active
2846,22-07-2013 12:18,15,english,22-07-2013 12:19,active
2847,22-07-2013 14:05,8605,english,22-07-2013 14:06,active
2848,22-07-2013 12:53,12707,english,,pending
2849,22-07-2013 15:03,2222,arabic,,pending
2850,23-07-2013 13:28,3653,english,,pending
2851,23-07-2013 16:40,4,arabic,,pending
2852,23-07-2013 10:25,1889,spanish,,pending
2853,23-07-2013 17:57,6370,german,23-07-2013 17:59,active
2854,23-07-2013 00:17,2923,spanish,23-07-2013 00:18,active
2855,23-07-2013 08:46,8,spanish,,pending
2856,23-07-2013 10:36,8646,english,,pending
2857,23-07-2013 14:15,5543,english,23-07-2013 14:16,active
2858,23-07-2013 08:11,11141,english,23-07-2013 08:12,active
2859,23-07-2013 01:06,66,chinese,23-07-2013 01:08,active
2860,23-07-2013 15:09,4665,spanish,23-07-2013 15:10,active
2861,23-07-2013 15:31,9511,french,,pending
2862,23-07-2013 16:24,6666,japanese,23-07-2013 16:26,active
2863,23-07-2013 10:26,1,english,,pending
2864,23-07-2013 16:18,8320,english,23-07-2013 16:19,active
2865,23-07-2013 12:39,11237,english,,pending
2866,23-07-2013 12:49,8269,english,23-07-2013 12:50,active
2867,23-07-2013 15:57,232,english,,pending
2868,23-07-2013 09:05,1020,english,,pending
2869,23-07-2013 07:38,6741,japanese,,pending
2870,23-07-2013 17:04,6314,english,,pending
2871,23-07-2013 11:11,1,korean,23-07-2013 11:12,active
2872,23-07-2013 17:14,7165,english,23-07-2013 17:15,active
2873,24-07-2013 18:29,3523,french,24-07-2013 18:30,active
2874,24-07-2013 11:28,4123,spanish,,pending
2875,24-07-2013 17:55,178,english,,pending
2876,24-07-2013 12:13,4,spanish,24-07-2013 12:14,active
2877,24-07-2013 18:51,13134,german,24-07-2013 18:53,active
2878,24-07-2013 16:58,12741,italian,24-07-2013 17:00,active
2879,24-07-2013 10:56,7704,english,,pending
2880,24-07-2013 15:55,20,french,,pending
2881,24-07-2013 16:30,11318,russian,24-07-2013 16:31,active
2882,24-07-2013 18:21,648,japanese,24-07-2013 18:22,active
2883,24-07-2013 13:45,11346,english,,pending
2884,24-07-2013 13:56,5890,english,24-07-2013 13:58,active
2885,24-07-2013 03:31,4,japanese,24-07-2013 03:33,active
2886,24-07-2013 11:04,10501,portugese,,pending
2887,24-07-2013 08:10,2397,english,,pending
2888,24-07-2013 16:14,7312,english,24-07-2013 16:15,active
